PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33693453","Diet and the Microbiota-Gut-Brain Axis: Sowing the Seeds of Good Mental Health","Berding K, Vlckova K, Marx W, Schellekens H, Stanton C, Clarke G, Jacka F, Dinan TG, Cryan JF.","Adv Nutr. 2021 Jul 30;12(4):1239-1285. doi: 10.1093/advances/nmaa181.","Berding K","Adv Nutr","2021","2021/03/11","PMC8321864","","10.1093/advances/nmaa181"
"33671569","Nutritional Components in Western Diet Versus Mediterranean Diet at the Gut Microbiota-Immune System Interplay. Implications for Health and Disease","García-Montero C, Fraile-Martínez O, Gómez-Lahoz AM, Pekarek L, Castellanos AJ, Noguerales-Fraguas F, Coca S, Guijarro LG, García-Honduvilla N, Asúnsolo A, Sanchez-Trujillo L, Lahera G, Bujan J, Monserrat J, Álvarez-Mon M, Álvarez-Mon MA, Ortega MA.","Nutrients. 2021 Feb 22;13(2):699. doi: 10.3390/nu13020699.","García-Montero C","Nutrients","2021","2021/03/06","PMC7927055","","10.3390/nu13020699"
"33271426","The gut microbiota in anxiety and depression - A systematic review","Simpson CA, Diaz-Arteche C, Eliby D, Schwartz OS, Simmons JG, Cowan CSM.","Clin Psychol Rev. 2021 Feb;83:101943. doi: 10.1016/j.cpr.2020.101943. Epub 2020 Oct 29.","Simpson CA","Clin Psychol Rev","2021","2020/12/03","","","10.1016/j.cpr.2020.101943"
"35181072","Psychobiotics, gut microbiota and fermented foods can help preserving mental health","Casertano M, Fogliano V, Ercolini D.","Food Res Int. 2022 Feb;152:110892. doi: 10.1016/j.foodres.2021.110892. Epub 2021 Dec 22.","Casertano M","Food Res Int","2022","2022/02/19","","","10.1016/j.foodres.2021.110892"
"33955443","Gut microbiota in mental health and depression: role of pre/pro/synbiotics in their modulation","Methiwala HN , Vaidya B , Addanki VK , Bishnoi M , Sharma SS , Kondepudi KK .","Food Funct. 2021 May 21;12(10):4284-4314. doi: 10.1039/d0fo02855j. Epub 2021 May 6.","Methiwala HN","Food Funct","2021","2021/05/06","","","10.1039/d0fo02855j"
"34444820","Effects of Probiotic NVP-1704 on Mental Health and Sleep in Healthy Adults: An 8-Week Randomized, Double-Blind, Placebo-Controlled Trial","Lee HJ, Hong JK, Kim JK, Kim DH, Jang SW, Han SW, Yoon IY.","Nutrients. 2021 Jul 30;13(8):2660. doi: 10.3390/nu13082660.","Lee HJ","Nutrients","2021","2021/08/27","PMC8398773","","10.3390/nu13082660"
"33963281","Gut microbiota modulates the inflammatory response and cognitive impairment induced by sleep deprivation","Wang Z, Chen WH, Li SX, He ZM, Zhu WL, Ji YB, Wang Z, Zhu XM, Yuan K, Bao YP, Shi L, Meng SQ, Xue YX, Xie W, Shi J, Yan W, Wei H, Lu L, Han Y.","Mol Psychiatry. 2021 Nov;26(11):6277-6292. doi: 10.1038/s41380-021-01113-1. Epub 2021 May 7.","Wang Z","Mol Psychiatry","2021","2021/05/08","","","10.1038/s41380-021-01113-1"
"32667590","The role of the microbiota-gut-brain axis in neuropsychiatric disorders","Generoso JS, Giridharan VV, Lee J, Macedo D, Barichello T.","Braz J Psychiatry. 2021 May-Jun;43(3):293-305. doi: 10.1590/1516-4446-2020-0987.","Generoso JS","Braz J Psychiatry","2021","2020/07/16","PMC8136391","","10.1590/1516-4446-2020-0987"
"33144709","Diet and depression: exploring the biological mechanisms of action","Marx W, Lane M, Hockey M, Aslam H, Berk M, Walder K, Borsini A, Firth J, Pariante CM, Berding K, Cryan JF, Clarke G, Craig JM, Su KP, Mischoulon D, Gomez-Pinilla F, Foster JA, Cani PD, Thuret S, Staudacher HM, Sánchez-Villegas A, Arshad H, Akbaraly T, O'Neil A, Segasby T, Jacka FN.","Mol Psychiatry. 2021 Jan;26(1):134-150. doi: 10.1038/s41380-020-00925-x. Epub 2020 Nov 3.","Marx W","Mol Psychiatry","2021","2020/11/04","","","10.1038/s41380-020-00925-x"
"34758889","A fiber-deprived diet causes cognitive impairment and hippocampal microglia-mediated synaptic loss through the gut microbiota and metabolites","Shi H, Ge X, Ma X, Zheng M, Cui X, Pan W, Zheng P, Yang X, Zhang P, Hu M, Hu T, Tang R, Zheng K, Huang XF, Yu Y.","Microbiome. 2021 Nov 11;9(1):223. doi: 10.1186/s40168-021-01172-0.","Shi H","Microbiome","2021","2021/11/11","PMC8582174","","10.1186/s40168-021-01172-0"
