pmid,title,abstract,journal,year,authors
36672595,Toxin-like Peptides from the Bacterial Cultures Derived from Gut Microbiome Infected by SARS-CoV-2-New Data for a Possible Role in the Long COVID Pattern.,"It has been 3 years since the beginning of the SARS-CoV-2 outbreak, however it is as yet little known how to care for the acute COVID-19 and long COVID patients. COVID-19 clinical manifestations are of both pulmonary and extra-pulmonary types. Extra-pulmonary ones include extreme tiredness (fatigue), shortness of breath, muscle aches, hyposmia, dysgeusia, and other neurological manifestations. In other autoimmune diseases, such as Parkinson's disease (PD) or Alzheimer's Disease (AD), it is well known that role of acetylcholine is crucial in olfactory dysfunction. We have already observed the presence of toxin-like peptides in plasma, urine, and faecal samples from COVID-19 patients, which are very similar to molecules known to alter acetylcholine signaling. After observing the production of these peptides in bacterial cultures, we have performed additional proteomics analyses to better understand their behavior and reported the extended data from our latest in vitro experiment. It seems that the gut microbiome continues to produce toxin-like peptides also after the decrease of RNA SARS-CoV-2 viral load at molecular tests. These toxicological interactions between the gut/human microbiome bacteria and the virus suggest a new scenario in the study of the clinical symptoms in long COVID and also in acute COVID-19 patients. It is discussed that in the bacteriophage similar behavior, the presence of toxins produced by bacteria continuously after viral aggression can be blocked using an appropriate combination of certain drugs.",Biomedicines,2022,Carlo Brogna; Simone Cristoni; Barbara Brogna; Domenico Rocco Bisaccia; Giuliano Marino; Valentina Viduto; Luigi Montano; Marina Piscopo
36590421,The gut microbiome in human health and disease-Where are we and where are we going? A bibliometric analysis.,"There are trillions of microbiota in our intestinal tract, and they play a significant role in health and disease <i>via</i> interacting with the host in metabolic, immune, neural, and endocrine pathways. Over the past decades, numerous studies have been published in the field of gut microbiome and disease. Although there are narrative reviews of gut microbiome and certain diseases, the whole field is lack of systematic and quantitative analysis. Therefore, we outline research status of the gut microbiome and disease, and present insights into developments and characteristics of this field to provide a holistic grasp and future research directions.An advanced search was carried out in the Web of Science Core Collection (WoSCC), basing on the term ""gut microbiome"" and its synonyms. The current status and developing trends of this scientific domain were evaluated by bibliometric methodology. CiteSpace was used to perform collaboration network analysis, co-citation analysis and citation burst detection.A total of 29,870 articles and 13,311 reviews were retrieved from the database, which involve 42,900 keywords, 176 countries/regions, 19,065 institutions, 147,225 authors and 4,251 journals. The gut microbiome and disease research is active and has received increasing attention. Co-cited reference analysis revealed the landmark articles in the field. The United States had the largest number of publications and close cooperation with other countries. The current research mainly focuses on gastrointestinal diseases, such as inflammatory bowel disease (IBD), ulcerative colitis (UC) and Crohn's disease (CD), while extra-intestinal diseases are also rising, such as obesity, diabetes, cardiovascular disease, Alzheimer's disease, Parkinson's disease. Omics technologies, fecal microbiota transplantation (FMT) and metabolites linked to mechanism would be more concerned in the future.The gut microbiome and disease has been a booming field of research, and the trend is expected to continue. Overall, this research field shows a multitude of challenges and great opportunities.",Frontiers in microbiology,2022,Zhiqiang Huang; Kun Liu; Wenwen Ma; Dezhi Li; Tianlu Mo; Qing Liu
36564391,Inflammatory microbes and genes as potential biomarkers of Parkinson's disease.,"As the second-largest neurodegenerative disease in the world, Parkinson's disease (PD) has brought a severe economic and medical burden to our society. Growing evidence in recent years suggests that the gut microbiome may influence PD, but the exact pathogenesis of PD remains unclear. In addition, the current diagnosis of PD could be inaccurate and expensive. In this study, the largest meta-analysis currently of the gut microbiome in PD was analyzed, including 2269 samples by 16S rRNA gene and 236 samples by shotgun metagenomics, aiming to reveal the connection between PD and gut microbiome and establish a model to predict PD. The results showed that the relative abundances of potential pro-inflammatory bacteria, genes and pathways were significantly increased in PD, while potential anti-inflammatory bacteria, genes and pathways were significantly decreased. These changes may lead to a decrease in potential anti-inflammatory substances (short-chain fatty acids) and an increase in potential pro-inflammatory substances (lipopolysaccharides, hydrogen sulfide and glutamate). Notably, the results of 16S rRNA gene and shotgun metagenomic analysis have consistently identified five decreased genera (Roseburia, Faecalibacterium, Blautia, Lachnospira, and Prevotella) and five increased genera (Streptococcus, Bifidobacterium, Lactobacillus, Akkermansia, and Desulfovibrio) in PD. Furthermore, random forest models performed well for PD prediction based on 11 genera (accuracy > 80%) or 6 genes (accuracy > 90%) related to inflammation. Finally, a possible mechanism was presented to explain the pathogenesis of inflammation leading to PD. Our results provided further insights into the prediction and treatment of PD based on inflammation.",NPJ biofilms and microbiomes,2022,Shiqing Nie; Jichen Wang; Ye Deng; Zheng Ye; Yuan Ge
36532064,Hypothesis of a potential BrainBiota and its relation to CNS autoimmune inflammation.,"Infectious agents have been long considered to play a role in the pathogenesis of neurological diseases as part of the interaction between genetic susceptibility and the environment. The role of bacteria in CNS autoimmunity has also been highlighted by changes in the diversity of gut microbiota in patients with neurological diseases such as Parkinson's disease, Alzheimer disease and multiple sclerosis, emphasizing the role of the gut-brain axis. We discuss the hypothesis of a brain microbiota, the BrainBiota: bacteria living in symbiosis with brain cells. Existence of various bacteria in the human brain is suggested by morphological evidence, presence of bacterial proteins, metabolites, transcripts and mucosal-associated invariant T cells. Based on our data, we discuss the hypothesis that these bacteria are an integral part of brain development and immune tolerance as well as directly linked to the gut microbiome. We further suggest that changes of the BrainBiota during brain diseases may be the consequence or cause of the chronic inflammation similarly to the gut microbiota.",Frontiers in immunology,2022,Maria L Elkjaer; Lukas Simon; Tobias Frisch; Lisa-Marie Bente; Tim Kacprowski; Mads Thomassen; Richard Reynolds; Jan Baumbach; Richard Röttger; Zsolt Illes
36516898,Effects of molecular hydrogen intervention on the gut microbiome in methamphetamine abusers with mental disorder.,"Methamphetamine (METH) is a potent and highly addictive psychostimulant and one of the most widely used illicit drugs, the abuse of which has become a severe public health problem worldwide. A growing amount of evidence has indicated potential connections between gut microbiota and mental disorders induced by METH and associations with neural and metabolic pathways. The present study aimed to explore the relationship between fecal microbial alterations and neuropsychiatric diseases in METH addictions. Thus, mental disorders and gut microbial alterations were analyzed by self-rating depression (SDS) and anxiety (SAS) scales and 16 S rRNA gene sequencing, respectively. Our results showed that increased SDS and SAS indices and decreased alpha diversity indicated more serious mental disorders and lower bacterial diversity in METH users than in the age-matched healthy control group. The gut microbial composition in female METH users was also significantly altered, with reductions in hydrogen-producing bacteria, including Bacteroides and Roseburia. Molecular hydrogen (H<sub>2</sub>) is spontaneously produced by intestinal bacteria in the process of anaerobic metabolism, which is the main pathway for H<sub>2</sub> production in vivo. Numerous studies have shown that hydrogen intervention can significantly improve neuropsychiatric diseases, including Alzheimer's disease and Parkinson's disease. Our results showed that hydrogen intervention, including drinking and inhaling, significantly alleviated mental disorders induced by METH abuse, and the inhalation of hydrogen also altered gut microbiota profiles in the METH abusers. These results suggest that hydrogen intervention has potential therapeutic applicability in the treatment of mental disorders in METH abusers.",Brain research bulletin,2023,Yong Wang; Mengmeng Wang; Bing Xie; Di Wen; Wenbo Li; Meiqi Zhou; Xintao Wang; Yun Lu; Bin Cong; Zhiyu Ni; Chunling Ma
36466165,Mapping trends and hotspot regarding gastrointestinal microbiome and neuroscience: A bibliometric analysis of global research (2002-2022).,"Scholars have long understood that gastrointestinal microorganisms are intimately related to human disorders. The literature on research involving the gut microbiome and neuroscience is emerging. This study exposed the connections between gut microbiota and neuroscience methodically and intuitively using bibliometrics and visualization. This study's objectives were to summarize the knowledge structure and identify emerging trends and potential hotspots in this field.On October 18, 2022, a literature search was conducted utilizing the Web of Science Core Collection (WoSCC) database for studies on gut microbiota and neuroscience studies from 2002 to 2022 (August 20, 2022). VOSviewer and CiteSpace V software was used to conduct the bibliometrics and visualization analysis.From 2002 to 2022 (August 20, 2022), 2,275 publications in the WoSCC database satisfied the criteria. The annual volume of publications has rapidly emerged in recent years (2016-2022). The most productive nation (<i>n</i> = 732, 32.18%) and the hub of inter-country cooperation (links: 38) were the United States. University College Cork had the most research papers published in this area, followed by McMaster University and Harvard Medical School. Cryan JF, Dinan TG, and Clarke G were key researchers with considerable academic influence. The journals with the most publications are ""Neurogastroenterology and Motility"" and ""Brain Behavior and Immunity."" The most cited article and co-cited reference was Cryan JF's 2012 article on the impact of gut microbiota on the brain and behavior. The current research hotspot includes gastrointestinal microbiome, inflammation, gut-brain axis, Parkinson's disease (PD), and Alzheimer's disease (AD). The research focus would be on the ""gastrointestinal microbiome, inflammation: a link between obesity, insulin resistance, and cognition"" and ""the role of two important theories of the gut-brain axis and microbial-gut-brain axis in diseases."" Burst detection analysis showed that schizophrenia, pathology, and psychiatric disorder may continue to be the research frontiers.Research on ""gastrointestinal microbiome, inflammation: a link between obesity, insulin resistance, and cognition"" and ""the role of two important theories of the gut-brain axis and microbial-gut-brain axis in diseases"" will continue to be the hotspot. Schizophrenia and psychiatric disorder will be the key research diseases in the field of gut microbiota and neuroscience, and pathology is the key research content, which is worthy of scholars' attention.",Frontiers in neuroscience,2022,Jingjing Yang; Yihui Deng; Yuzhe Cai; Yixuan Liu; Lanyu Peng; Zheng Luo; Dingxiang Li
36442206,Parkinson's Disease and the Gut Microbiome in Rural California.,"Increasing evidence connects the gut microbiome to Parkinson's disease (PD) etiology, but little is known about microbial contributions to PD progression and its clinical features.We aim to explore the association between the gut microbiome with PD, and the microbial association with PD-specific clinical features.In a community-based case-control study of 96 PD patients and 74 controls, microbiome data were obtained from 16S rRNA gene sequencing of fecal samples, and analyzed for microbial diversity, taxa abundance, and predicted functional pathways that differed in PD patients and controls, and their association with PD-specific features (disease duration, motor subtypes, L-DOPA daily dose, and motor function).PD patients' gut microbiome showed lower species diversity (p = 0.04) and were compositionally different (p = 0.002) compared to controls but had a higher abundance of three phyla (Proteobacteria, Verrucomicrobiota, Actinobacteria) and five genera (Akkermansia, Enterococcus, Hungatella, and two Ruminococcaceae) controlling for sex, race, age, and sequencing platform. Also, 35 Metacyc pathways were predicted to be differentially expressed in PD patients including biosynthesis, compound degradation/utilization/assimilation, generation of metabolites and energy, and glycan pathways. Additionally, the postural instability gait dysfunction subtype was associated with three phyla and the NAD biosynthesis pathway. PD duration was associated with the Synergistota phylum, six genera, and the aromatic compound degradation pathways. Two genera were associated with motor function.PD patients differed from controls in gut microbiome composition and its predicted metagenome. Clinical features were also associated with bacterial taxa and altered metabolic pathways of interest for PD progression.",Journal of Parkinson's disease,2022,Keren Zhang; Kimberly C Paul; Jonathan P Jacobs; Hsiang-Chin Lori Chou; Aline Duarte Folle; Irish Del Rosario; Yu Yu; Jeff M Bronstein; Adrienne M Keener; Beate Ritz
36430144,What Are the Key Gut Microbiota Involved in Neurological Diseases? A Systematic Review.,"There is a growing body of evidence highlighting there are significant changes in the gut microbiota composition and relative abundance in various neurological disorders. We performed a systematic review of the different microbiota altered in a wide range of neurological disorders (Alzheimer's disease (AD), Parkinson's disease (PD), multiple sclerosis (MS), amyotrophic lateral sclerosis, and stroke). Fifty-two studies were included representing 5496 patients. At the genus level, the most frequently involved microbiota are Akkermansia, Faecalibacterium, and Prevotella. The overlap between the pathologies was strongest for MS and PD, sharing eight genera (Akkermansia, Butyricicoccus, Bifidobacterium, Coprococcus, Dorea, Faecalibacterium, Parabacteroides, and Prevotella) and PD and stroke, sharing six genera (Enterococcus, Faecalibacterium, Lactobacillus, Parabacteroides, Prevotella, and Roseburia). The identification signatures overlapping for AD, PD, and MS raise the question of whether these reflect a common etiology or rather common consequence of these diseases. The interpretation is hampered by the low number and low power for AD, ALS, and stroke with ample opportunity for false positive and false negative findings.",International journal of molecular sciences,2022,Bruno Bonnechère; Najaf Amin; Cornelia van Duijn
36411639,Deciphering the gut microbiome in neurodegenerative diseases and metagenomic approaches for characterization of gut microbes.,"The central nervous system has essential role in the regulation of the physiological condition of the human body. Gut microbes cause several types of gastrointestinal diseases like ulcer stomach and intestine and irritable bowel syndrome. Microbes present in the human gut can affect brain function by the release of neuroactive metabolites such as neurotransmitters, hormones, and other compounds. Gut microbial-derived metabolites also have an important role in neurological diseases such as Alzheimer's disease, Parkinson's disease, etc. Vital communication between the gut microbes and the central nervous system is known as the microbiota-gut-brain axis. It provides a communication pathway between the gut and brain which is made up of the vagus nerve, immune system components, and neuroendocrine. Disturbance in gut microbiota composition can alter the central nervous system and enteric nervous system functions. Metagenomics has been employed for the identification, and characterization of gut microbes and microbial-derived metabolites. This review is focused on the gut microbes-brain relationship and the role of gut microbes in neurodegenerative diseases. This study is also focused on major metagenomic approaches and their role in gut microbes characterization.",Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,2022,Nidhi Singh; Veer Singh; Sachchida Nand Rai; Vishal Mishra; Emanuel Vamanu; Mohan P Singh
36406749,A review of the preclinical and clinical studies on the role of the gut microbiome in aging and neurodegenerative diseases and its modulation.,"As the world population ages, the burden of age-related health problems grows, creating a greater demand for new novel interventions for healthy aging. Advancing aging is related to a loss of beneficial mutualistic microbes in the gut microbiota caused by extrinsic and intrinsic factors such as diet, sedentary lifestyle, sleep deprivation, circadian rhythms, and oxidative stress, which emerge as essential elements in controlling and prolonging life expectancy of healthy aging. This condition is known as gut dysbiosis, and it affects normal brain function via the brain-gut microbiota (BGM) axis, which is a bidirectional link between the gastrointestinal tract (GIT) and the central nervous system (CNS) that leads to the emergence of brain disorders such as Alzheimer's disease (AD), Parkinson's disease (PD), amyotrophic lateral sclerosis (ALS), and frontotemporal dementia (FTD). Here, we reviewed the role of the gut microbiome in aging and neurodegenerative diseases, as well as provided a comprehensive review of recent findings from preclinical and clinical studies to present an up-to-date overview of recent advances in developing strategies to modulate the intestinal microbiome by probiotic administration, dietary intervention, fecal microbiota transplantation (FMT), and physical activity to address the aging process and prevent neurodegenerative diseases. The findings of this review will provide researchers in the fields of aging and the gut microbiome design innovative studies that leverage results from preclinical and clinical studies to better understand the nuances of aging, gut microbiome, and neurodegenerative diseases.",Frontiers in cellular neuroscience,2022,Haslin Madihah Hashim; Suzana Makpol
