pmid,title,abstract,journal,year,authors
38488556,Unraveling the gut-brain axis: the impact of steroid hormones and nutrition on Parkinson's disease.,"This comprehensive review explores the intricate relationship between nutrition, the gut microbiome, steroid hormones, and Parkinson's disease within the context of the gut-brain axis. The gut-brain axis plays a pivotal role in neurodegenerative diseases like Parkinson's disease, encompassing diverse components such as the gut microbiota, immune system, metabolism, and neural pathways. The gut microbiome, profoundly influenced by dietary factors, emerges as a key player. Nutrition during the first 1000 days of life shapes the gut microbiota composition, influencing immune responses and impacting both child development and adult health. High-fat, high-sugar diets can disrupt this delicate balance, contributing to inflammation and immune dysfunction. Exploring nutritional strategies, the Mediterranean diet's anti-inflammatory and antioxidant properties show promise in reducing Parkinson's disease risk. Microbiome-targeted dietary approaches and the ketogenic diet hold the potential in improving brain disorders. Beyond nutrition, emerging research uncovers potential interactions between steroid hormones, nutrition, and Parkinson's disease. Progesterone, with its anti-inflammatory properties and presence in the nervous system, offers a novel option for Parkinson's disease therapy. Its ability to enhance neuroprotection within the enteric nervous system presents exciting prospects. The review addresses the hypothesis that α-synuclein aggregates originate from the gut and may enter the brain via the vagus nerve. Gastrointestinal symptoms preceding motor symptoms support this hypothesis. Dysfunctional gut-brain signaling during gut dysbiosis contributes to inflammation and neurotransmitter imbalances, emphasizing the potential of microbiota-based interventions. In summary, this review uncovers the complex web of interactions between nutrition, the gut microbiome, steroid hormones, and Parkinson's disease within the gut-brain axis framework. Understanding these connections not only offers novel therapeutic insights but also illuminates the origins of neurodegenerative diseases such as Parkinson's disease.",Neural regeneration research,2024,Paula Maria Neufeld; Ralf A Nettersheim; Veronika Matschke; Matthias Vorgerd; Sarah Stahlke; Carsten Theiss
38357211,Gut microbiota and metabolite variations in a migraine mouse model.,"Migraine is a prevalent clinical disorder characterized by recurrent unilateral throbbing headache episodes accompanied by symptoms such as nausea, vomiting, photophobia, and phonophobia. Despite its common occurrence, the diagnosis, pathophysiology, and treatment of migraine remain controversial. Extensive research has implicated the gut microbiota in various central nervous system disorders, including anxiety disorders, depression, and Parkinson's disease. Some studies have also suggested that migraine may stem from disruptions to neurohormones and metabolism. This study aimed to investigate the disparities in gut microbiota and metabolites between migraine mice model and normal mice to shed light on the underlying mechanisms and potential therapeutic approaches. Distinct differences in gut microbial composition were observed between the migraine mouse model and normal mouse, indicating a potential correlation between these variations and the pathogenesis of migraine. This study provides evidence of differences in gut microbiota composition and metabolites between a migraine mouse model and normal mice, which showed that Akkermansiaceae constituted the most abundant taxon in the sham injection mouse group, while Lachnospiraceae constituted the most prevalent group in the migraine mouse model group. The associations between the abundances of <i>Akkermansia muciniphila</i> and Lachnospiraceae bacteria and metabolites suggested their potential roles in the pathogenesis of migraine. The altered abundance of Lachnospiraceae observed in migraine-afflicted mice and its correlations with changes in metabolites suggest that it may affect the host's health. Thus, probiotic therapy emerges as a possible treatment for migraine. Moreover, significant disparities in gut metabolites were observed between the migraine mouse model and normal mice. These alterations encompass multiple metabolic pathways, suggesting that metabolic disturbances may also contribute to the development of migraines.",Frontiers in cellular and infection microbiology,2023,Dan Wang; Xu Liu; Suming Shi; Tongli Ren; Wuqing Wang
38275646,"Trihexyphenidyl Alters Its Host's Metabolism, Neurobehavioral Patterns, and Gut Microbiome Feedback Loop-The Modulating Role of <i>Anacyclus pyrethrum</i>.","Trihexyphenidyl (THP)-a synthetic anticholinergic medication used to manage parkinsonism and extrapyramidal symptoms-has gained significant clinical recognition. However, there is a critical gap in understanding its withdrawal effects. This study investigates the intricate interplay between gut microbiota and oxidative stress during THP withdrawal. Furthermore, it explores the therapeutic potential of <i>Anacyclus pyrethrum</i> (AEAP) for alleviating the associated adverse effects. This comprehensive research combines behavioral tests, biochemical analysis, gut microbiome assessment utilizing matrix-assisted laser desorption ionization-time of flight mass spectrometry (MALDI-TOF MS), and oxidative stress measures. The results reveal that the chronic administration of THP leads to severe withdrawal syndrome, marked by heightened anxiety, depressive-like behaviors, increased cortisol levels, elevated oxidative stress, and gut dysbiosis. However, the administration of AEAP alongside THP shows a significant capacity to mitigate these deleterious effects. Co-treatment and post-treatment with AEAP increased bacterial density and diversity, promoting the proliferation of beneficial bacteria associated with improved gut health. Furthermore, AEAP administration reduced cortisol levels and exhibited potent antioxidant properties, effectively countering the THP-induced oxidative damage. This study highlights the withdrawal effects of THP and underscores the therapeutic potential of AEAP for managing these symptoms. The findings reveal its promising effects in alleviating behavioral and biochemical impairments, reducing oxidative stress, and restoring gut microbiota, which could significantly impact the clinical management of THP withdrawal and potentially extend to other substance withdrawal scenarios.","Antioxidants (Basel, Switzerland)",2023,Abdelmounaim Baslam; Hajar Azraida; Rachida Aboufatima; Mohamed Ait-El-Mokhtar; Ilham Dilagui; Samia Boussaa; Abderrahman Chait; Marouane Baslam
38229613,Dysbiosis of the Beneficial Gut Bacteria in Patients with Parkinson's Disease from India.,"Recent advancement in understanding neurological disorders has revealed the involvement of dysbiosis of the gut microbiota in the pathophysiology of Parkinson's disease (PD). We sequenced microbial DNA using fecal samples collected from PD cases and healthy controls (HCs) to evaluate the role of gut microbiota.Full-length bacterial 16S rRNA gene sequencing of fecal samples was performed using amplified polymerase chain reaction (PCR) products on the GridION Nanopore sequencer. Sequenced data were analyzed using web-based tools BugSeq and MicrobiomeAnalyst.We found that certain bacterial families like Clostridia UCG 014, Cristensenellaceae, and Oscillospiraceae are higher in abundance, and Lachinospiracea, Coriobacteriaceae and genera associated with short-chain fatty acid production, <i>Faecalibacterium</i>, <i>Fusicatenibacter</i>, <i>Roseburia</i> and <i>Blautia</i>, are lower in abundance among PD cases when compared with the HC. Genus <i>Akkermansia</i>, <i>Dialister</i>, <i>Bacteroides</i>, and <i>Lachnospiraceae NK4A136</i> group positively correlated with constipation in PD.Observations from this study support the other global research on the PD gut microbiome background and provide fresh insight into the gut microbial composition of PD patients from a south Indian population. We report a higher abundance of Clostridia UCG 014 group, previously not linked to PD.",Annals of Indian Academy of Neurology,2023,Sujith Pavan; Sankar Prasad Gorthi; Arvind N Prabhu; Bhabatosh Das; Ankur Mutreja; Karthick Vasudevan; Vignesh Shetty; Thandavarayan Ramamurthy; Mamatha Ballal
38203294,Molecular Mechanisms of Neuroprotection by Ketone Bodies and Ketogenic Diet in Cerebral Ischemia and Neurodegenerative Diseases.,"Ketone bodies (KBs), such as acetoacetate and β-hydroxybutyrate, serve as crucial alternative energy sources during glucose deficiency. KBs, generated through ketogenesis in the liver, are metabolized into acetyl-CoA in extrahepatic tissues, entering the tricarboxylic acid cycle and electron transport chain for ATP production. Reduced glucose metabolism and mitochondrial dysfunction correlate with increased neuronal death and brain damage during cerebral ischemia and neurodegeneration. Both KBs and the ketogenic diet (KD) demonstrate neuroprotective effects by orchestrating various cellular processes through metabolic and signaling functions. They enhance mitochondrial function, mitigate oxidative stress and apoptosis, and regulate epigenetic and post-translational modifications of histones and non-histone proteins. Additionally, KBs and KD contribute to reducing neuroinflammation and modulating autophagy, neurotransmission systems, and gut microbiome. This review aims to explore the current understanding of the molecular mechanisms underpinning the neuroprotective effects of KBs and KD against brain damage in cerebral ischemia and neurodegenerative diseases, including Alzheimer's disease and Parkinson's disease.",International journal of molecular sciences,2023,Jiwon Jang; Su Rim Kim; Jo Eun Lee; Seoyeon Lee; Hyeong Jig Son; Wonchae Choe; Kyung-Sik Yoon; Sung Soo Kim; Eui-Ju Yeo; Insug Kang
38176929,Research Progress of Microbiota-Gut-Brain Axis in Parkinson's Disease.,"Parkinson's disease (PD) is a common neurodegenerative disorder characterized by misfolding of α-synuclein. Clinical manifestations include slowly developing resting tremor, muscle rigidity, bradykinesia and abnormal gait. The pathological mechanisms underlying PD are complex and yet to be fully elucidated. Clinical studies suggest that the onset of gastrointestinal symptoms may precede motor symptoms in PD patients. The microbiota-gut-brain axis plays a bidirectional communication role between the enteric nervous system and the central nervous system. This bidirectional communication between the brain and gut is influenced by the neural, immune and endocrine systems related to the gut microbiome. A growing body of evidence indicates a strong link between dysregulation of the gut microbiota and PD. In this review, we present recent progress in understanding the relationship between the microbiota-gut-brain axis and PD. We focus on the role of the gut microbiota, the unique changes observed in the microbiome of PD patients, and the impact of these changes on the progression of PD. Finally, we evaluate the role of current treatment strategies for PD, including probiotics, fecal microbial transplants, dietary modifications, and related drug therapies.",Journal of integrative neuroscience,2023,Wei Zhang; Yalin Ye; Jiayang Song; Tian Sang; Tingting Xia; Linhong Xie; Xiaofei Qiu; Qijing Zeng; Xin Luo
38106100,Hypothesizing mechanistic links between microbes and disease using knowledge graphs.,"Knowledge graphs have found broad biomedical applications, providing useful representations of complex knowledge. Although plentiful evidence exists linking the gut microbiome to disease, mechanistic understanding of those relationships remains generally elusive. Here we demonstrate the potential of knowledge graphs to hypothesize plausible mechanistic accounts of host-microbe interactions in disease. To do so, we constructed a knowledge graph of linked microbes, genes and metabolites called MGMLink. Using a semantically constrained shortest path search through the graph and a novel path prioritization methodology based on cosine similarity, we show that this knowledge supports inference of mechanistic hypotheses that explain observed relationships between microbes and disease phenotypes. We discuss specific applications of this methodology in inflammatory bowel disease and Parkinson's disease. This approach enables mechanistic hypotheses surrounding the complex interactions between gut microbes and disease to be generated in a scalable and comprehensive manner.",bioRxiv : the preprint server for biology,2023,Brook Santangelo; Michael Bada; Lawrence Hunter; Catherine Lozupone
38078745,Microbiota-mediated effects of Parkinson's disease medications on Parkinsonian non-motor symptoms in male transgenic mice.,"Parkinson's disease (PD) is characterized by motor symptoms and a loss of dopaminergic neurons, as well as a variety of non-motor symptoms, including constipation, depression, and anxiety. Recently, evidence has also accumulated for a link between gut microbiota and PD. Most PD patients are on dopamine replacement therapy, primarily a combination of L-DOPA and carbidopa; however, the effect of these medications on the microbiota and non-motor symptoms in PD is still unclear. In this study, we explored the effects of chronic oral treatment with L-DOPA plus carbidopa (LDCD) on the gut microbiota and non-motor symptoms in males of a transgenic mouse model of PD (dbl-PAC-Tg(<i>SNCA</i><sup>A53T</sup>);<i>Snca</i>-/-). To further test whether the effects of these PD medications were mediated by the gut microbiota, oral antibiotic treatment (Abx; vancomycin and neomycin) was included both with and without concurrent LDCD treatment. Post-treatment, the gastrointestinal, motor, and behavioral phenotypes were profiled, and fecal, ileal, and jejunal samples were analyzed for gut microbiota composition by 16S sequencing. LDCD treatment was found to improve symptoms of constipation and depression in this model, concurrent with increases in <i>Turicibacter</i> abundance in the ileum. Abx treatment worsened the symptoms of constipation, possibly through decreased levels of short-chain fatty acids and disrupted gut barrier function. LDCD + Abx treatment showed an interaction effect on behavioral symptoms that was also associated with ileal <i>Turicibacter</i> levels. This study demonstrates that, in a mouse model, PD medications and antibiotics affect PD-related non-motor symptoms potentially <i>via</i> the gut microbiota.IMPORTANCEThe motor symptoms of Parkinson's disease (PD) are caused by a loss of dopamine-producing neurons and are commonly treated with dopamine replacement therapy (L-DOPA plus carbidopa). PD has also been associated with altered gut microbiota composition. However, the effects of these PD medications on PD-related non-motor symptoms and the gut microbiota have not been well characterized. This study uses a transgenic mouse model of PD to help resolve medication-induced microbiota alterations from those that are potentially disease relevant within a PD context, and explores how long-term treatment may interact with the gut microbiota to impact non-motor symptoms.",mSphere,2024,Nina Radisavljevic; Avril Metcalfe-Roach; Mihai Cirstea; M Mahebali Tabusi; Tahereh Bozorgmehr; Haggai Bar-Yoseph; B Brett Finlay
38075261,Gut-brain axis: gut dysbiosis and psychiatric disorders in Alzheimer's and Parkinson's disease.,"Gut dysbiosis and psychiatric symptoms are common early manifestations of Alzheimer's disease (AD) and Parkinson's disease (PD). These diseases, characterised by progressive neuron loss and pathological protein accumulation, impose debilitating effects on patients. Recently, these pathological proteins have been linked with gut dysbiosis and psychiatric disorders. The gut-brain axis links the enteric and central nervous systems, acting as a bidirectional communication pathway to influence brain function and behavior. The relationship triad between gut dysbiosis, psychiatric disorders, and neurodegeneration has been investigated in pairs; however, evidence suggests that they are all interrelated and a deeper understanding is required to unravel the nuances of neurodegenerative diseases. Therefore, this review aims to summarise the current literature on the roles of gut dysbiosis and psychiatric disorders in pathological protein-related neurodegenerative diseases. We discussed how changes in the gut environment can influence the development of psychiatric symptoms and the progression of neurodegeneration and how these features overlap in AD and PD. Moreover, research on the interplay between gut dysbiosis, psychiatric disorders, and neurodegeneration remains in its early phase. In this review, we highlighted potential therapeutic approaches aimed at mitigating gastrointestinal problems and psychiatric disorders to alter the rate of neurodegeneration. Further research to assess the molecular mechanisms underlying AD and PD pathogenesis remains crucial for developing more effective treatments and achieving earlier diagnoses. Moreover, exploring non-invasive, early preventive measures and interventions is a relatively unexplored but important avenue of research in neurodegenerative diseases.",Frontiers in neuroscience,2023,Charlotte R Denman; Sang Myun Park; Junghyun Jo
38045924,Microbiota-gut-brain axis and ketogenic diet: how close are we to tackling epilepsy?,"The microbiota-gut-brain axis refers to the intricate bidirectional communication between commensal microorganisms residing in the digestive tract and the central nervous system, along neuroendocrine, metabolic, immune, and inflammatory pathways. This axis has been suggested to play a role in several neurological disorders, such as Parkinson's disease, Alzheimer's disease, multiple sclerosis, and epilepsy, paving the way for microbiome-based intervention strategies for the mitigation and treatment of symptoms. Epilepsy is a multifaceted neurological condition affecting more than 50 million individuals worldwide, 30% of whom do not respond to conventional pharmacological therapies. Among the first-hand microbiota modulation strategies, nutritional interventions represent an easily applicable option in both clinical and home settings. In this narrative review, we summarize the mechanisms underlying the microbiota-gut-brain axis involvement in epilepsy, discuss the impact of antiepileptic drugs on the gut microbiome, and then the impact of a particular dietary pattern, the ketogenic diet, on the microbiota-gut-brain axis in epileptic patients. The investigation of the microbiota response to non-pharmacological therapies is an ever-expanding field with the potential to allow the design of increasingly accessible and successful intervention strategies.",Microbiome research reports,2023,Mariachiara Mengoli; Gabriele Conti; Marco Fabbrini; Marco Candela; Patrizia Brigidi; Silvia Turroni; Monica Barone
